Year,Average Weight,Average Minimum Players,Solo Playable (%),Average Minimum Age
2019,2.0468165724360143,2.0396984619125784,14.15891543558879,9.565079944069549
2022,2.0322088690188496,2.0051715804736587,17.133881101981633,9.662590623489608
2025,1.9832912232747968,1.9578013254951885,21.031939191972143,9.720560152768938
